_time,_value
1703258455000,18.082232709488657
1703258456000,12.40416046013374
1703258457000,18.5221774085926
1703258458000,17.13990965467756
1703258459000,18.56046455271319
1703258460000,11.044152110137617
1703258461000,18.64887623108474
1703258462000,18.79389955500093
1703258463000,10.256825404249357
1703258464000,14.750036281168098
1703258465000,10.091203542838423
1703258466000,18.88122329809599
1703258467000,16.31608858156961
1703258468000,12.567173032302623
1703258469000,14.868898609126402
1703258470000,19.750974610540744
1703258471000,19.25789393579515
1703258472000,18.622546152926766
1703258473000,19.073581849676607
1703258474000,15.884158982059574
1703258475000,17.813969029220793
1703258476000,13.904098204332248
1703258477000,13.582105303949177
1703258478000,19.19987176225515
1703258479000,15.452902580536282
1703258480000,10.600243063614144
1703258481000,10.719423002888714
1703258482000,10.399124658233482
1703258483000,18.314021168924434
1703258484000,15.482174101147729
1703258485000,15.303974964582137
1703258486000,17.842030198223327
1703258487000,15.770513765152058
1703258488000,18.795227439716378
1703258489000,17.870023152334127
1703258490000,19.091251522843095
1703258491000,10.73199029370931
1703258492000,11.590499543353694
1703258493000,18.63244468913362
1703258494000,16.426249101041233
1703258495000,16.074876231679802
1703258496000,14.742149306650951
1703258497000,18.184222467169732
1703258498000,15.566600487087126
1703258499000,19.189846133079268
1703258500000,11.338200792988992
1703258501000,12.180243349941964
1703258502000,10.606478106816306
1703258503000,17.84819272850463
1703258504000,11.963788263116156
1703258505000,19.599460482631592
1703258506000,10.795325102820662
1703258507000,19.777230374436133
1703258508000,14.115462931577355
1703258509000,10.235961148907762
1703258510000,15.072115401092304
1703258511000,12.736182279732962
1703258512000,12.033838347312418
1703258513000,12.546291804203648
1703258514000,17.79336258234393
1703258515000,17.357108912443124
1703258516000,19.314073983128033
1703258517000,11.011193812616892
1703258518000,16.426421888924708
1703258519000,16.190637989816373
1703258520000,16.568583191758137
1703258521000,15.370087285983887
1703258522000,16.43856205308245
1703258523000,16.84026975616854
1703258524000,14.245797235395946
1703258525000,13.736818320517614
1703258526000,12.461741452434772
1703258527000,11.787748186491283
1703258528000,15.811976285675101
1703258529000,12.541162000765624
1703258530000,16.512403860219244
1703258531000,15.75511633060908
1703258532000,10.499156978706367
1703258533000,17.875619253547832
1703258534000,16.312966468673025
1703258535000,11.443679174323394
1703258536000,16.680105972547494
1703258537000,17.31108582940103
1703258538000,10.717328647112241
1703258539000,11.647104846256054
1703258540000,15.003204097748938
1703258541000,14.895918534096733
1703258542000,12.602787411387649
1703258543000,10.133758381772083
1703258544000,12.841858516970312
1703258545000,10.514005265881858
1703258546000,13.482680746740268
1703258547000,10.839005051851275
1703258548000,10.511073329184867
1703258549000,18.344733665523886
1703258550000,13.102114946480103
1703258551000,12.119936012901661
1703258552000,18.919399580895565
1703258553000,12.66308665983013
1703258554000,18.058253834363253
1703258555000,17.93260137593559
1703258556000,15.165513974765618
1703258557000,11.705761675850153
1703258558000,16.077511549133536
1703258559000,17.105670605073044
1703258560000,15.605753737011463
1703258561000,10.034275893759338
1703258562000,11.723158879269539
1703258563000,10.149095985968277
1703258564000,15.5150617064604
1703258565000,16.18785575539137
1703258566000,12.66187169954522
1703258567000,17.41151233131082
1703258568000,14.871815885210506
1703258569000,12.772499197399922
1703258570000,16.261887520786587
1703258571000,16.468686320916962
1703258572000,14.841583836869834
1703258573000,17.982748245135028
1703258574000,17.797265059308923
1703258575000,15.85596506097838
1703258576000,13.350127853115767
1703258577000,19.403410064368565
1703258578000,16.787400846301246
1703258579000,11.257038249036933
1703258580000,11.891785405701324
1703258581000,10.906616859679577
1703258582000,16.77626444960586
1703258583000,13.06109003153401
1703258584000,18.69137422361291
1703258585000,13.24579173298393
1703258586000,11.729614912386644
1703258587000,10.102020308432358
1703258588000,13.530214677563103
1703258589000,19.81991935943485
1703258590000,13.880176438827952
1703258591000,15.006077931010857
1703258592000,15.686344098816349
1703258593000,16.154226695934195
1703258594000,18.097841177555566
1703258595000,15.28587014268283
1703258596000,18.268076887115967
1703258597000,17.629460835648306
1703258598000,16.230556824975295
1703258599000,19.577529243341488
1703258600000,10.662544523030753
1703258601000,17.186955848279673
1703258602000,17.7829308976248
1703258603000,17.752827535274697
1703258604000,12.439043754493287
1703258605000,13.134258327105407
1703258606000,10.155799134167342
1703258607000,14.03353674056627
1703258608000,18.3835412885729
1703258609000,17.247501785328616
1703258610000,13.99275838522016
1703258611000,18.473670446752337
1703258612000,14.000789422845978
1703258613000,14.968869727834715
1703258614000,14.398619815071442
1703258615000,10.002139686323687
1703258616000,14.888550333497502
1703258617000,14.881639991057163
1703258618000,16.477621801531768
1703258619000,15.085370207560434
1703258620000,11.640125807976316
1703258621000,19.23191866972789
1703258622000,16.54055562872165
1703258623000,16.799891568706457
1703258624000,12.711738185786174
1703258625000,10.747074634823756
1703258626000,10.153712844239791
1703258627000,10.795517379416564
1703258628000,17.921559818541102
1703258629000,19.518788725239943
1703258630000,14.017143219876917
1703258631000,18.25542374709388
1703258632000,11.66720096466116
1703258633000,12.161549729343601
1703258634000,12.635863075220158
1703258635000,15.588225382191844
1703258636000,18.394021155970417
1703258637000,18.03328577657964
1703258638000,19.517382645891526
1703258639000,15.163363349486481
1703258640000,11.417520609689852
1703258641000,13.938702877998775
1703258642000,14.947480682480498
1703258643000,19.16234841828582
1703258644000,11.206015313040453
1703258645000,13.29747791222238
1703258646000,11.432498932355443
1703258647000,11.836493646307915
1703258648000,11.0622428966246
1703258649000,11.360660816866918
1703258650000,17.714974461749478
1703258651000,13.621882544521448
1703258652000,18.063183774767793
1703258653000,18.628086938044923
1703258654000,16.332753493017137
1703258655000,16.70332337547146
1703258656000,15.583013748156903
1703258657000,10.455661371108423
1703258658000,16.86151392822321
1703258659000,15.688174136234382
1703258660000,15.816537026671739
1703258661000,11.495485776633727
1703258662000,17.957945336244702
1703258663000,15.792667491417307
1703258664000,19.251127629537557
1703258665000,13.210611880969275
1703258666000,19.19390214836997
1703258667000,19.185109454472485
1703258668000,14.59481871783734
1703258669000,16.548610521188508
1703258670000,18.962076540125757
1703258671000,15.798452779388686
1703258672000,15.001887168893262
1703258673000,18.20648579929088
1703258674000,15.624204002342314
1703258675000,13.715920109329353
1703258676000,11.064366062818081
1703258677000,10.401994155802113
1703258678000,14.34774536133903
1703258679000,19.24638405483941
1703258680000,19.05037623338535
1703258681000,12.888614241600449
1703258682000,11.892178671030427
1703258683000,17.42661187557429
1703258684000,12.139821165182006
1703258685000,18.871888248800413
1703258686000,13.100138356633655
1703258687000,13.808441962996525
1703258688000,19.697501726295112
1703258689000,11.670024330024514
1703258690000,19.323635270589246
1703258691000,19.137430186325645
1703258692000,14.374977561680321
1703258693000,15.710554213490857
1703258694000,15.438658592284247
1703258695000,16.8970826535948
1703258696000,10.747479020283995
1703258697000,15.842517325228556
1703258698000,11.929395106569133
1703258699000,18.00767959683718
1703258700000,13.91574587113299
1703258701000,12.6141173266114
1703258702000,17.251400487845668
1703258703000,13.712383424236155
1703258704000,19.089550187149335
1703258705000,16.28499831022913
1703258706000,13.877467224091168
1703258707000,10.032893734508628
1703258708000,12.877842877638077
1703258709000,15.261921973874408
1703258710000,13.237775714906462
1703258711000,15.166839192907794
1703258712000,18.53287569941599
1703258713000,13.47982973170014
1703258714000,11.406606421949842
1703258715000,18.433872398892113
1703258716000,19.143003010797536
1703258717000,19.838114150714745
1703258718000,18.329367744606238
1703258719000,18.921753133302623
1703258720000,13.003877720464569
1703258721000,13.35902758164057
1703258722000,16.945944850836042
1703258723000,14.422105091929419
1703258724000,13.625319460185887
1703258725000,13.17478765801977
1703258726000,13.520151444839206
1703258727000,19.379683486630462
1703258728000,19.174200252200635
1703258729000,17.72469264701322
1703258730000,19.942308399075056
1703258731000,17.086290923910184
1703258732000,19.07479306471898
1703258733000,15.636739328724513
1703258734000,12.63934435288548
1703258735000,13.777017926599537
1703258736000,19.236561064908244
1703258737000,12.16501368370472
1703258738000,18.26629373432693
1703258739000,19.368369337301047
1703258740000,15.910169694844905
1703258741000,17.869432432201904
1703258742000,12.608275594895098
1703258743000,19.173134709782534
1703258744000,14.104686925509107
1703258745000,19.322696749276197
1703258746000,12.727340470267308
1703258747000,13.14425710946954
1703258748000,13.848327807632772
1703258749000,12.953015581298082
1703258750000,19.96317761689778
1703258751000,19.455454813502897
1703258752000,11.105626554489431
1703258753000,13.104451060128365
1703258754000,19.673148009306423
1703258755000,11.148191453259818
1703258756000,18.375566871011742
1703258757000,15.651380985975553
1703258758000,15.144804871197877
1703258759000,10.906231335768226
1703258760000,15.18972876689448
1703258761000,19.125769523650327
1703258762000,12.523875937746585
1703258763000,19.88343225536788
1703258764000,19.123271782834614
1703258765000,14.626396874499298
1703258766000,11.782181891270863
1703258767000,10.101184729530482
1703258768000,14.472530102230142
1703258769000,16.25715561825299
1703258770000,13.837532470409805
1703258771000,16.259776742676642
1703258772000,16.456046315482546
1703258773000,18.81459750551457
1703258774000,13.846407909959105
1703258775000,10.902830836075903
1703258776000,19.428442596094925
1703258777000,11.945675146044865
1703258778000,17.926505821067686
1703258779000,12.016980609621926
1703258780000,16.27069220545918
1703258781000,10.635687503227642
1703258782000,14.211446764280678
1703258783000,11.59133009001093
1703258784000,17.065928748326236
1703258785000,16.641169546367074
1703258786000,11.425153028490003
1703258787000,18.49752845721156
1703258788000,12.046144246316931
1703258789000,17.52810168086598
1703258790000,13.878386868782894
1703258791000,16.971678643539924
1703258792000,13.440044633964492
1703258793000,14.227339309778328
1703258794000,18.475175113801455
1703258795000,13.056935643986964
1703258796000,11.853649298575572
1703258797000,16.142359236065275
1703258798000,16.803001519563566
1703258799000,11.086505204222673
1703258800000,12.413518647913426
1703258801000,17.171380275407248
1703258802000,14.94503921066719
1703258803000,10.50995685520968
1703258804000,18.524917166521895
1703258805000,13.164084717436499
1703258806000,17.162506950728478
1703258807000,18.13029366277656
1703258808000,12.203289921715676
1703258809000,13.273734505621437
1703258810000,18.27969018805399
1703258811000,19.489463784548708
1703258812000,13.391060218606404
1703258813000,11.14508488801932
1703258814000,17.50274954921995
1703258815000,17.0782848263371
1703258816000,13.532984183418094
1703258817000,15.619129418722427
1703258818000,14.56692444331038
1703258819000,14.537076675548315
1703258820000,16.678008676000626
1703258821000,11.016463233833056
1703258822000,13.097667880348084
1703258823000,11.797001686404625
1703258824000,16.62751580345243
1703258825000,12.873736125275379
1703258826000,17.657716416846302
1703258827000,17.996732635430416
1703258828000,19.4591780517978
1703258829000,14.489154573221873
1703258830000,17.14337892027103
1703258831000,16.01492539935775
1703258832000,15.19578007751387
1703258833000,16.74073983765001
1703258834000,13.584263875484279
1703258835000,11.639191397305755
1703258836000,18.77678874912455
1703258837000,12.90214238346621
1703258838000,14.945308844142609
1703258839000,13.7088624001346
1703258840000,15.708571969056077
1703258841000,18.27683248511742
1703258842000,16.8336431785508
1703258843000,15.646457257355355
1703258844000,14.569723163132736
1703258845000,14.229091036896815
1703258846000,10.542860136735758
1703258847000,19.947262067025335
1703258848000,15.066768945724998
1703258849000,15.7428626639031
1703258850000,15.805732326721307
1703258851000,17.132689117313493
1703258852000,14.639200548417818
1703258853000,15.497636368307894
1703258854000,19.683906802315636
1703258855000,12.481333462109259
1703258856000,14.376498781643383
1703258857000,11.475565128335539
1703258858000,19.484415128978483
1703258859000,12.118237159867252
1703258860000,15.874700907764765
1703258861000,13.26812200292844
1703258862000,15.162839495992682
1703258863000,15.619312456970746
1703258864000,17.49680700870548
1703258865000,18.742613976458017
1703258866000,12.386937620593653
1703258867000,13.192572138600694
1703258868000,19.611907334542387
1703258869000,19.659464845796983
1703258870000,10.758962234287894
1703258871000,18.399756188581875
1703258872000,18.90814890115607
1703258873000,14.846700611996448
1703258874000,17.35494182051444
1703258875000,19.035752815580086
1703258876000,17.281572649501697
1703258877000,19.732644610421396
1703258878000,18.997458702407403
1703258879000,10.609139633851077
1703258880000,14.15046883270156
1703258881000,19.29507457536437
1703258882000,11.137947944092977
1703258883000,15.900691969624177
1703258884000,10.519200911300214
1703258885000,15.69154104121841
1703258886000,19.542266760370815
1703258887000,11.227132019700587
1703258888000,16.07515470527219
1703258889000,14.901128024817027
1703258890000,19.21845447869689
1703258891000,18.912621558297985
1703258892000,11.060252102629368
1703258893000,17.32922788850855
1703258894000,16.11443323946798
1703258895000,16.600064339789235
1703258896000,18.60580012145743
1703258897000,16.876496491912043
1703258898000,12.061476928352427
1703258899000,14.46252492172519
1703258900000,18.98849307952743
1703258901000,16.279158756619267
1703258902000,18.490238564427628
1703258903000,15.466719018230286
1703258904000,12.769261538031248
1703258905000,13.100159746109439
1703258906000,17.713479587330937
1703258907000,11.383878871629715
1703258908000,14.353746777591772
1703258909000,19.18493104417096
1703258910000,18.634187103475327
1703258911000,17.918752852222653
1703258912000,18.583668610531646
1703258913000,15.577854647051492
1703258914000,19.415925655687932
1703258915000,15.874648861546184
1703258916000,10.030475981774611
1703258917000,14.0050610447407
1703258918000,14.723797921392407
1703258919000,12.791169661911237
1703258920000,12.730575562144633
1703258921000,11.602004263646222
1703258922000,17.50894331194945
1703258923000,18.709546801455254
1703258924000,19.47007512176649
1703258925000,16.410762439110453
1703258926000,10.913654241578659
1703258927000,19.230294440023428
1703258928000,11.500968556346528
1703258929000,11.378287055755784
1703258930000,13.653790215732316
1703258931000,18.188692631276076
1703258932000,19.30915290622256
1703258933000,16.064047048044827
1703258934000,11.919836701237061
1703258935000,18.321112780587445
1703258936000,18.558671461065252
1703258937000,12.191926621571683
1703258938000,14.075944843320679
1703258939000,17.856677518035674
1703258940000,13.848950071567184
1703258941000,19.803338101613875
1703258942000,13.962685207262073
1703258943000,12.2178329262345
1703258944000,14.370155380954762
1703258945000,13.573677091434444
1703258946000,17.6869088995909
1703258947000,10.571904242823543
1703258948000,16.57850792059343
1703258949000,13.54817911941035
1703258950000,19.994580773396503
1703258951000,16.553263633014975
1703258952000,17.222055070384723
1703258953000,17.167772905065
1703258954000,12.45147241758944
1703258955000,14.135917606822717
1703258956000,16.63056646481853
1703258957000,12.148373292138437
1703258958000,18.607236022544214
1703258959000,14.219324615805634
1703258960000,12.771515596461722
1703258961000,14.461104291584519
1703258962000,11.721085801907691
1703258963000,15.676036157962246
1703258964000,18.916681829171715
1703258965000,15.343346465719137
1703258966000,18.190841610622584
1703258967000,10.091627905049464
1703258968000,13.822797931512126
1703258969000,14.584837065142079
1703258970000,10.88674554386705
1703258971000,11.736939444268103
1703258972000,16.284513570477902
1703258973000,17.770991657954205
1703258974000,18.158825963012383
1703258975000,17.936515914808105
1703258976000,19.459919525616932
1703258977000,17.176792899252092
1703258978000,13.519489044112479
1703258979000,18.73442754156818
1703258980000,11.798003892752682
1703258981000,11.871823161782833
1703258982000,14.579304817772163
1703258983000,19.34348126433534
1703258984000,11.879327173347127
1703258985000,11.248304136025292
1703258986000,12.406864970256688
1703258987000,16.762238308614684
1703258988000,15.533340411033391
1703258989000,17.21949061764414
1703258990000,19.267081333159837
1703258991000,13.322903396741744
1703258992000,17.15376034027648
1703258993000,11.809541098733115
1703258994000,17.382102949145818
1703258995000,16.85461924602696
1703258996000,10.921201020239886
1703258997000,19.46327001921997
1703258998000,14.178553359466603
1703258999000,14.139827402051157
1703259000000,15.222430473570396
1703259001000,14.624390120002248
1703259002000,14.902379784753926
1703259003000,12.198670035515462
1703259004000,17.028252595613843
1703259005000,12.10062265181125
1703259006000,14.280623946222342
1703259007000,17.244485658136828
1703259008000,13.874550496534347
1703259009000,12.682626395214436
1703259010000,12.763697875613557
1703259011000,14.039004312543177
1703259012000,12.252284945943579
1703259013000,18.854268812330957
1703259014000,16.999170496053864
1703259015000,12.627773182067434
1703259016000,17.19152424668158
1703259017000,11.241555101737774
1703259018000,16.80867177904488
1703259019000,17.569299789018224
1703259020000,18.669956314894776
1703259021000,17.85560968956812
1703259022000,16.18083071129061
1703259023000,10.828594527553236
1703259024000,11.178833526598304
1703259025000,15.744713768390069
1703259026000,14.456242133888104
1703259027000,12.918671616784334
1703259028000,14.384684189070112
1703259029000,14.056651265297361
1703259030000,19.54915577056409
1703259031000,11.501963813753317
1703259032000,11.75794679610359
1703259033000,17.87743144816912
1703259034000,14.711734462951942
1703259035000,13.910086255516184
1703259036000,14.774742833520047
1703259037000,10.367224963332365
1703259038000,10.28852975644707
1703259039000,19.039385082462438
1703259040000,15.888249394163237
1703259041000,15.406435004572657
1703259042000,14.64960712288176
1703259043000,16.80611895361737
1703259044000,12.440356199213571
1703259045000,12.200919801019083
1703259046000,19.673607070458548
1703259047000,18.68646584913794
1703259048000,16.71282018140446
1703259049000,19.55226611722831
1703259050000,12.759232213365244
1703259051000,12.194952514250286
1703259052000,16.03390564188765
1703259053000,12.767919621439521
1703259054000,18.56444478141459
1703259055000,11.264158002963594
1703259056000,13.005510870097236
1703259057000,15.469253095559198
1703259058000,11.247576787016394
1703259059000,14.581319758082115
1703259060000,12.063800400055245
1703259061000,18.8858853200281
1703259062000,15.805620535055619
1703259063000,19.74960782760664
1703259064000,15.322541589693754
1703259065000,16.47088224197605
1703259066000,14.111193761438292
1703259067000,12.356683840442884
1703259068000,14.311989597092454
1703259069000,16.029063214207696
1703259070000,11.042965220011732
1703259071000,14.654684776656286
1703259072000,17.692291663650654
1703259073000,10.903945145463705
1703259074000,17.17996624054583
1703259075000,19.156265895079994
1703259076000,15.133124835922791
1703259077000,14.321102390735312
1703259078000,19.41785837592753
1703259079000,16.84805863089774
1703259080000,14.65471013613785
1703259081000,19.64251011023925
1703259082000,19.431402503276928
1703259083000,19.399994736177284
1703259084000,17.0324601134333
1703259085000,13.038272333628283
1703259086000,11.438371688350609
1703259087000,14.189704763716774
1703259088000,11.248705862111638
1703259089000,14.150717848432167
1703259090000,12.926146213562046
1703259091000,14.80167297612174
1703259092000,16.85370987844746
1703259093000,12.984352035783893
1703259094000,13.606175037331903
1703259095000,13.128527706743021
1703259096000,10.809707888852117
1703259097000,15.354588762811353
1703259098000,12.420880381445125
1703259099000,18.993348542308215
1703259100000,14.144774195800949
1703259101000,15.124217683462255
1703259102000,12.287078232127365
1703259103000,16.56774551273573
1703259104000,11.940997344241318
1703259105000,12.470970028560554
1703259106000,10.3251183826198
1703259107000,11.25868886015985
1703259108000,11.49567959042489
1703259109000,10.503311369785186
1703259110000,11.035015334920974
1703259111000,16.234186455784
1703259112000,16.173431657205196
1703259113000,12.872397133731198
1703259114000,15.120101129166063
1703259115000,16.785873689202884
1703259116000,13.853175246772803
1703259117000,14.312806086253168
1703259118000,14.148288541465899
1703259119000,18.2231552443822
1703259120000,14.233876543834924
1703259121000,12.94543808254156
1703259122000,14.680891041565665
1703259123000,16.693335819245824
1703259124000,18.339708821580153
1703259125000,18.794993613352737
